regime,scenario_count,is_selected_kp,kp,ki_fixed,kd_fixed,completion_rate,failure_adjusted_error_m,progress_pct,mean_distance_m,steer_total_variation_per_s,wheel_saturation_fraction,gain_l1
nominal,18,True,48.821151612518435,4.54543591887462,0.39672846394679073,1.0,0.0012539236586129822,100.0,0.002716724897873532,0.08959874199067987,0.00958180581145254,53.763315995339845
nominal,18,False,250.0,4.54543591887462,0.39672846394679073,1.0,0.0011602729846708745,100.0,0.0025159800469711667,0.36099093324992965,0.010905105912441641,254.94216438282143
nominal,18,False,400.0,4.54543591887462,0.39672846394679073,1.0,0.0011676079329677978,100.0,0.0025194561320574372,1.4334632249194283,0.04726776450367274,404.9421643828214
